MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,RL,4.248495242049359,9.328212292571072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0.0,1104,1104,GasA,Ex,Y,FuseA,1104,684,0.0,1788,1,0.0,1,0,5,0.6931471805599453,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1,304,TA,TA,Y,120,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2009,WD,Normal,161500
70,RL,4.110873864173311,9.511629447834181,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0.0,764,764,GasA,Ex,Y,FuseA,1060,764,0.0,1824,0,0.0,1,0,3,0.6931471805599453,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2,520,TA,TA,N,0,0.0,4.844187086458591,0.0,0.0,0.0,NA,GdPrv,NA,0.0,7,2007,WD,Normal,180500
120,RH,3.5553480614894135,8.309184527686298,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0.0,1139,1405,GasA,Ex,Y,SBrkr,1337,0,0.0,1337,1,0.0,2,0,2,0.6931471805599453,Gd,5,Typ,0,NA,Attchd,1998.0,Fin,2,511,TA,TA,Y,144,4.23410650459726,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2008,COD,Abnorml,181000
160,FV,3.58351893845611,8.225770799348734,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.389071729816501,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0.0,241,691,GasA,Ex,Y,SBrkr,713,739,0.0,1452,1,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,0,NA,Detchd,1999.0,Unf,2,506,TA,TA,Y,0,3.5553480614894135,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2006,WD,Normal,183900
190,RM,4.110873864173311,9.222367752188902,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0.0,925,925,GasA,TA,N,FuseF,964,925,0.0,1889,0,0.0,1,1,4,1.0986122886681098,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,TA,TA,N,0,0.0,5.579729825986222,0.0,0.0,0.0,NA,MnPrv,NA,0.0,1,2007,WD,Normal,122000
20,RL,4.499809670330265,9.48910782703839,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0.0,2002,2002,GasA,Ex,Y,SBrkr,2018,0,0.0,2018,0,0.0,2,0,3,0.6931471805599453,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,TA,TA,Y,144,4.343805421853684,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,WD,Normal,378500
50,RL,4.248495242049359,9.55400099583723,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,6.450470422144176,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0.0,536,728,GasA,Ex,Y,SBrkr,1968,1479,0.0,3447,0,0.0,3,1,4,0.6931471805599453,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,314,2.5649493574615367,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,5,2008,WD,Normal,381000
50,RL,4.3694478524670215,9.336532397213942,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.198497031265826,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0.0,414,874,GasW,TA,Y,FuseA,874,650,0.0,1524,0,0.0,1,1,3,0.6931471805599453,TA,7,Typ,0,NA,Attchd,1958.0,Unf,1,315,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,7,2007,WD,Normal,144000
40,RL,4.248495242049359,10.068832485122966,Pave,NA,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0.0,74,1332,GasA,TA,Y,SBrkr,1332,192,0.0,1524,2,0.0,0,1,0,0.6931471805599453,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2010,WD,Normal,260000
20,RL,4.248495242049359,9.122273893107732,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0.0,1489,1489,GasA,Gd,Y,SBrkr,1489,0,0.0,1489,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,462,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD,Normal,185750
20,RL,4.248495242049359,9.512442967089195,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,4.74493212836325,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,5.929589143389895,0,935,GasA,TA,Y,SBrkr,935,0,0.0,935,1,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,NA,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,11,2006,WD,Normal,137000
80,RL,4.8283137373023015,9.351232110673664,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,4.442651256490317,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0.0,300,1019,GasA,Gd,Y,SBrkr,1357,0,0.0,1357,1,0.0,1,0,2,0.6931471805599453,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0.0,0.0,0.0,5.099866427824199,0.0,NA,GdPrv,NA,0.0,5,2008,WD,Normal,177000
50,RL,3.9889840465642745,8.587278798982926,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0.0,661,661,GasA,Ex,Y,SBrkr,661,589,0.0,1250,0,0.0,2,0,3,0.6931471805599453,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,552,TA,TA,Y,242,0.0,4.406719247264253,0.0,0.0,0.0,NA,NA,NA,0.0,11,2007,WD,Normal,139000
90,RL,4.564348191467836,9.336620537886512,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,6.342121418721152,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0.0,708,928,GasA,Gd,Y,FuseA,928,992,0.0,1920,0,0.0,2,0,4,1.0986122886681098,TA,10,Typ,0,NA,Detchd,1948.0,Unf,2,400,TA,Fa,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2007,WD,Normal,137000
60,RL,4.248495242049359,9.467846701917901,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0.0,130,723,GasA,TA,Y,SBrkr,735,660,0.0,1395,0,0.6931471805599453,1,1,3,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,497,TA,TA,Y,294,4.762173934797756,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12,2009,WD,Normal,162000
80,RL,4.248495242049359,9.790990521308983,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.886104031450156,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0.0,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0.0,1724,1,0.0,1,1,3,0.6931471805599453,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD,Normal,197900
60,RL,4.330733340286331,9.156306483483696,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0.0,324,1128,GasA,Ex,Y,SBrkr,1128,903,0.0,2031,1,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,5.356586274672012,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2008,WD,Normal,237000
50,C (all),4.110873864173311,8.922791623969637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0.0,698,698,GasA,TA,Y,FuseA,698,430,0.0,1128,0,0.0,1,0,2,0.6931471805599453,TA,6,Typ,0,NA,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,0.0,5.10594547390058,0.0,0.0,0.0,NA,NA,NA,0.0,4,2010,COD,Abnorml,68400
20,RL,4.219507705176107,9.191055610564316,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.709530201312334,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0.0,785,1573,GasA,Ex,Y,SBrkr,1573,0,0.0,1573,1,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,NA,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,4.290459441148391,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2009,WD,Normal,227000
20,RL,3.9318256327243257,8.99342737041261,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.007333185232471,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0.0,256,1309,GasA,TA,Y,SBrkr,1339,0,0.0,1339,1,0.0,2,0,2,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0,4.07753744390572,0.0,0.0,4.51085950651685,0.0,NA,NA,NA,0.0,7,2006,WD,Normal,180000
20,RL,4.127134385045092,9.082620630373812,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,4.976733742420574,364,1040,GasA,TA,Y,SBrkr,1040,0,0.0,1040,0,0.0,2,0,3,0.6931471805599453,Gd,5,Typ,0,NA,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0.0,0.0,0.0,5.666426688112432,0.0,NA,NA,NA,0.0,9,2009,WD,Normal,150500
90,RL,4.553876891600541,9.148571345578551,Pave,NA,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0.0,912,912,GasA,TA,Y,SBrkr,912,912,0.0,1824,0,0.0,2,2,4,1.0986122886681098,TA,8,Typ,0,NA,NA,0.0,NA,0,0,NA,NA,Y,128,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2010,WD,Normal,139000
50,RL,3.9318256327243257,9.173572647783969,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0.0,804,804,GasA,Ex,Y,SBrkr,1699,748,0.0,2447,0,0.0,2,0,4,0.6931471805599453,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0.0,3.7612001156935624,0.0,4.762173934797756,0.0,NA,NA,NA,0.0,3,2010,WD,Normal,169000
50,RM,3.9318256327243257,8.699681400989514,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0.0,780,780,GasA,Ex,Y,FuseF,825,587,0.0,1412,0,0.0,1,0,4,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2009,WD,Normal,132500
20,RL,4.248495242049359,9.189218875354072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,6.113682179832232,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,4.406719247264253,678,1328,GasA,TA,Y,SBrkr,1328,0,0.0,1328,1,0.0,1,1,3,0.6931471805599453,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,3.295836866004329,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,WD,Normal,143000
20,RL,4.248495242049359,10.505094936455558,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,6.432940092739179,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0.0,812,1624,GasA,Fa,Y,SBrkr,1582,0,0.0,1582,0,0.6931471805599453,2,0,4,0.6931471805599453,TA,7,Typ,0,NA,Attchd,1964.0,Unf,2,390,TA,TA,N,168,5.293304824724492,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2006,WD,Normal,190000
120,RL,3.713572066704308,8.642062173462106,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0.0,343,1501,GasA,Ex,Y,SBrkr,1659,0,0.0,1659,1,0.0,2,0,2,0.6931471805599453,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,212,4.0943445622221,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10,2009,WD,Normal,278000
60,RL,4.465908118654584,9.311632623458054,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,6.670766320845874,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0.0,1085,1085,GasA,Ex,Y,SBrkr,1120,850,0.0,1970,0,0.0,2,1,3,0.6931471805599453,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,177,4.31748811353631,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10,2006,New,Partial,281000
80,RL,4.248495242049359,9.554851637414007,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,4.465908118654584,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0.0,138,1152,GasA,TA,Y,SBrkr,1152,0,0.0,1152,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,227,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2010,WD,Normal,180500
160,RM,3.091042453358316,7.427144133408616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,5.594711379601839,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0.0,399,630,GasA,TA,Y,SBrkr,630,672,0.0,1302,0,0.0,2,1,3,0.6931471805599453,TA,6,Typ,0,NA,Detchd,1972.0,Unf,1,264,TA,TA,Y,185,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2,2009,WD,Normal,119500
70,RM,4.110873864173311,8.79497643168877,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0.0,994,994,GasA,TA,N,SBrkr,1378,994,0.0,2372,0,0.0,2,0,4,1.0986122886681098,TA,11,Min2,0,NA,Attchd,1985.0,RFn,1,432,TA,TA,Y,0,5.662960480135946,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12,2009,WD,Normal,107500
60,RL,4.3694478524670215,9.224341891611996,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0.0,638,832,GasA,TA,Y,SBrkr,832,832,0.0,1664,0,0.0,2,1,4,0.6931471805599453,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,3.367295829986474,0.0,0.0,5.560681631015528,0.0,NA,GdWo,NA,0.0,3,2006,WD,Normal,162900
20,RL,4.110873864173311,9.00859131751613,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0.0,697,864,GasA,TA,Y,SBrkr,864,0,0.0,864,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,NA,Detchd,1957.0,Unf,2,572,TA,TA,N,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2006,WD,Normal,115000
20,RL,4.2626798770413155,9.036106025364846,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.1298987149230735,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0.0,36,1052,GasA,Gd,Y,SBrkr,1052,0,0.0,1052,1,0.0,1,1,3,0.6931471805599453,TA,5,Typ,0,NA,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,11,2006,WD,Normal,138500
20,RL,4.394449154672439,9.071193240566025,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.003946305945459,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0.0,344,1120,GasA,Gd,Y,SBrkr,1128,0,0.0,1128,1,0.0,2,0,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,3.044522437723423,4.820281565605037,0.0,0.0,0.0,NA,MnPrv,NA,0.0,12,2008,WD,Normal,155000
180,RM,3.58351893845611,8.209580483475577,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.418840607796598,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0.0,0,547,GasA,Gd,Y,SBrkr,1072,0,0.0,1072,1,0.0,2,0,2,0.6931471805599453,TA,5,Typ,0,NA,Basment,2005.0,Fin,2,525,TA,TA,Y,0,3.8066624897703196,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2006,New,Partial,140000
60,RL,5.749392985908253,11.064886829303003,Pave,NA,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,6.680854678790215,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0.0,466,6110,GasA,Ex,Y,SBrkr,4692,950,0.0,5642,2,0.0,2,1,3,0.6931471805599453,Ex,12,Typ,3,Gd,Attchd,2008.0,Fin,2,1418,TA,TA,Y,214,5.680172609017068,0.0,0.0,0.0,6.175867270105761,Gd,NA,NA,0.0,1,2008,New,Partial,160000
20,RL,4.330733340286331,8.922791623969637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,6.810142450115136,0,1246,GasA,Ex,Y,SBrkr,1246,0,0.0,1246,1,0.0,1,1,3,0.6931471805599453,Gd,6,Typ,0,NA,Attchd,1959.0,RFn,1,305,TA,TA,Y,218,0.0,0.0,0.0,0.0,0.0,NA,GdPrv,NA,0.0,5,2010,WD,Normal,154000
60,RL,4.248495242049359,9.283869605264298,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,5.84354441703136,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0.0,284,978,GasA,Ex,Y,SBrkr,1005,978,0.0,1983,0,0.0,2,1,3,0.6931471805599453,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2009,WD,Normal,225000
70,RL,4.248495242049359,8.922791623969637,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0.0,224,771,GasA,Fa,Y,SBrkr,753,741,0.0,1494,0,0.0,1,0,3,0.6931471805599453,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0.0,0.0,0.0,5.41610040220442,0.0,NA,NA,NA,0.0,11,2009,WD,Normal,177500
60,RL,4.532599493153256,9.222367752188902,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.971261839790462,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0.0,425,1165,GasA,Ex,Y,SBrkr,1203,1323,0.0,2526,1,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,844,TA,TA,Y,309,4.3694478524670215,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12,2006,WD,Normal,290000
20,RL,4.30406509320417,9.069813136839207,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.43372200355424,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0.0,1616,1616,GasA,Ex,Y,SBrkr,1616,0,0.0,1616,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,3,834,TA,TA,Y,208,4.0943445622221,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2006,WD,Normal,232000
160,RM,3.4965075614664802,8.120886021092838,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,4.770684624465665,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,976,976,GasA,Ex,Y,SBrkr,976,732,0.0,1708,0,0.0,2,0,3,0.6931471805599453,Gd,7,Maj1,0,NA,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,3.713572066704308,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2006,WD,Normal,130000
20,RL,4.6913478822291435,9.486000469200638,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,5.707110264748875,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0.0,80,1652,GasA,Ex,Y,SBrkr,1652,0,0.0,1652,1,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,404,4.634728988229636,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2009,WD,Normal,325000
